transcription,audio_path
Observa-se hipertrofia de partes moles.,dataset_gcloud_llm+tts/122.wav
Não há sinais de remodelação óssea anormal.,dataset_gcloud_llm+tts/123.wav
A articulação tibiotalar está congruente.,dataset_gcloud_llm+tts/124.wav
Presença de osteossintese prévia no fêmur.,dataset_gcloud_llm+tts/125.wav
A vértebra de transição está presente.,dataset_gcloud_llm+tts/126.wav
Não há sinais de edema intracortical.,dataset_gcloud_llm+tts/127.wav
O calcâneo está bem delineado.,dataset_gcloud_llm+tts/128.wav
Observa-se estabilidade das estruturas ósseas.,dataset_gcloud_llm+tts/129.wav
Não há sinais de condromalácia.,dataset_gcloud_llm+tts/130.wav
A espessura cortical está preservada.,dataset_gcloud_llm+tts/131.wav
Observa-se sinais de espondilodiscite.,dataset_gcloud_llm+tts/132.wav
Ausência de sinais de tendinite do manguito rotador.,dataset_gcloud_llm+tts/133.wav
Não há alterações degenerativas marcantes.,dataset_gcloud_llm+tts/134.wav
A articulação radiocárpica está intacta.,dataset_gcloud_llm+tts/135.wav
Observa-se continuidade óssea da ulna.,dataset_gcloud_llm+tts/136.wav
Ausência de fragmentação óssea.,dataset_gcloud_llm+tts/137.wav
Visualiza-se alinhamento normal da porção distal do rádio.,dataset_gcloud_llm+tts/138.wav
Não há sinais de anquilose.,dataset_gcloud_llm+tts/139.wav
O canal medular está preservado.,dataset_gcloud_llm+tts/140.wav
Observa-se normalidade do arco costal.,dataset_gcloud_llm+tts/141.wav
Ausência de osteoma osteoide.,dataset_gcloud_llm+tts/142.wav
Visualiza-se ausência de irregularidade nas metáfises.,dataset_gcloud_llm+tts/143.wav
Não há sinais de pseudoartrose da ulna.,dataset_gcloud_llm+tts/144.wav
O acetábulo está bem delineado.,dataset_gcloud_llm+tts/145.wav
Observa-se ejeção normal das partes moles.,dataset_gcloud_llm+tts/146.wav
Ausência de osteófitos haloides.,dataset_gcloud_llm+tts/147.wav
A margem acetabular está íntegra.,dataset_gcloud_llm+tts/148.wav
Não há sinais de protrusão acetabular.,dataset_gcloud_llm+tts/149.wav
Visualiza-se aspecto normal da cabeça femoral.,dataset_gcloud_llm+tts/150.wav
A diáfise femoral está bem encaixada.,dataset_gcloud_llm+tts/151.wav
Observa-se alinhamento normal do cúbito.,dataset_gcloud_llm+tts/152.wav
Ausência de esclerose periostal.,dataset_gcloud_llm+tts/153.wav
Não há sinais de inflamação articular.,dataset_gcloud_llm+tts/154.wav
O alinhamento do arco plantar está preservado.,dataset_gcloud_llm+tts/155.wav
Observa-se congruência normal da articulação subtalar.,dataset_gcloud_llm+tts/156.wav
Não há sinais de formação de cisto ósseo anormal.,dataset_gcloud_llm+tts/157.wav
A articulação metatarsofalângica está preservada.,dataset_gcloud_llm+tts/158.wav
Visualiza-se alinhamento normal das falanges.,dataset_gcloud_llm+tts/159.wav
Não há sinais de esclerose óssea na pelve.,dataset_gcloud_llm+tts/160.wav
A articulação sacroilíaca está congruente.,dataset_gcloud_llm+tts/161.wav
Observa-se espessamento da fáscia plantar.,dataset_gcloud_llm+tts/162.wav
Ausência de lesão expansiva em partes moles.,dataset_gcloud_llm+tts/163.wav
Não há sinais de desmineralização óssea.,dataset_gcloud_llm+tts/164.wav
A configuração do cóccix está preservada.,dataset_gcloud_llm+tts/165.wav
Observa-se osteocondrite dissecante.,dataset_gcloud_llm+tts/166.wav
Não há sinais de lesão osteocondral.,dataset_gcloud_llm+tts/167.wav
Visualiza-se alinhamento normal da coluna sacral.,dataset_gcloud_llm+tts/168.wav
O ângulo lumbossacral está mantido.,dataset_gcloud_llm+tts/169.wav
Observa-se aspecto normal das lâminas vertebrais.,dataset_gcloud_llm+tts/170.wav
A linha articular femoropatelar está preservada.,dataset_gcloud_llm+tts/171.wav
Ausência de sinais de impacto subacromial.,dataset_gcloud_llm+tts/172.wav
Não há sinais de inflamação do tendão patelar.,dataset_gcloud_llm+tts/173.wav
Observa-se congruência normal da articulação do quadril.,dataset_gcloud_llm+tts/174.wav
A linha articular femorotibial está preservada.,dataset_gcloud_llm+tts/175.wav
Não há sinais de ruptura ligamentar.,dataset_gcloud_llm+tts/176.wav
Visualiza-se normalidade no alinhamento do fêmur distal.,dataset_gcloud_llm+tts/177.wav
Observa-se preservação da margem acetabular.,dataset_gcloud_llm+tts/178.wav
A espessura cortical dos ossos longos está preservada.,dataset_gcloud_llm+tts/179.wav
Não há sinais de hiperostose.,dataset_gcloud_llm+tts/180.wav
A articulação atlantoaxial está intacta.,dataset_gcloud_llm+tts/181.wav
Observa-se densidade óssea normal na escápula.,dataset_gcloud_llm+tts/182.wav
Ausência de densificação de partes moles.,dataset_gcloud_llm+tts/183.wav
Não há sinais de protuberância óssea.,dataset_gcloud_llm+tts/184.wav
Visualiza-se alinhamento normal do calcâneo.,dataset_gcloud_llm+tts/185.wav
Observa-se densidade normal do osso esponjoso.,dataset_gcloud_llm+tts/186.wav
Ausência de sinais de lesão por avulsão.,dataset_gcloud_llm+tts/187.wav
A largura do canal espinhal está normal.,dataset_gcloud_llm+tts/188.wav
Não há evidência de alargamento do espaço articular.,dataset_gcloud_llm+tts/189.wav
Observa-se preservação da configuração dos arcos costais.,dataset_gcloud_llm+tts/190.wav
O alinhamento das vértebras torácicas está mantido.,dataset_gcloud_llm+tts/191.wav
Não há sinais de osteofitose vertebral.,dataset_gcloud_llm+tts/192.wav
A lamina cortical está preservada.,dataset_gcloud_llm+tts/193.wav
Visualiza-se densidade óssea normal no úmero.,dataset_gcloud_llm+tts/194.wav
Ausência de irregularidade na linha epifisária.,dataset_gcloud_llm+tts/195.wav
Não há sinais de esclerose subcondral na articulação do joelho.,dataset_gcloud_llm+tts/196.wav
Observa-se densidade normal do osso esponjoso nos ossos longos.,dataset_gcloud_llm+tts/197.wav
Não há sinais de inflamação nas articulações.,dataset_gcloud_llm+tts/198.wav
A articulação patelofemoral está preservada.,dataset_gcloud_llm+tts/199.wav
Observa-se alinhamento normal da coluna cervical.,dataset_gcloud_llm+tts/200.wav
Ausência de sinais de degeneração discal significativa.,dataset_gcloud_llm+tts/201.wav
Não há evidência de lesão intraóssea.,dataset_gcloud_llm+tts/202.wav
A densidade óssea da pelve está preservada.,dataset_gcloud_llm+tts/203.wav
Observa-se congruência normal das articulações sacroilíacas.,dataset_gcloud_llm+tts/204.wav
Não há sinais de desvio da coluna vertebral.,dataset_gcloud_llm+tts/205.wav
A distribuição da densidade óssea está homogênea.,dataset_gcloud_llm+tts/206.wav
Visualiza-se espaçamento normal entre as vértebras cervicais.,dataset_gcloud_llm+tts/207.wav
Observa-se preservação do espaço articular na coluna lombar.,dataset_gcloud_llm+tts/208.wav
Não há sinais de compressão do canal espinhal.,dataset_gcloud_llm+tts/209.wav
A integridade das lâminas vertebrais está mantida.,dataset_gcloud_llm+tts/210.wav
Observa-se densidade óssea normal na mão.,dataset_gcloud_llm+tts/211.wav
Ausência de sinais de osteoporose na coluna torácica.,dataset_gcloud_llm+tts/212.wav
A articulação costovertebral está preservada.,dataset_gcloud_llm+tts/213.wav
Não há evidência de proliferação óssea anormal.,dataset_gcloud_llm+tts/214.wav
Visualiza-se alinhamento normal da articulação tibiotalar.,dataset_gcloud_llm+tts/215.wav
Observa-se ausência de esclerose óssea no pé.,dataset_gcloud_llm+tts/216.wav
Não há sinais de infiltração óssea.,dataset_gcloud_llm+tts/217.wav
A congruência articular da coluna torácica está mantida.,dataset_gcloud_llm+tts/218.wav
Observa-se preservação da altura dos corpos vertebrais.,dataset_gcloud_llm+tts/219.wav
Não há evidência de lesão óssea expansiva.,dataset_gcloud_llm+tts/220.wav
Ausência de sinais de degeneração da articulação acromioclavicular.,dataset_gcloud_llm+tts/221.wav
Observa-se alinhamento normal da articulação sacroilíaca.,dataset_gcloud_llm+tts/222.wav
Não há evidência de fratura patológica.,dataset_gcloud_llm+tts/223.wav
A densidade dos ossos do carpo está preservada.,dataset_gcloud_llm+tts/224.wav
Visualiza-se margem articular do joelho bem preservada.,dataset_gcloud_llm+tts/225.wav
Observa-se normalidade da densidade óssea da mão.,dataset_gcloud_llm+tts/226.wav
Não há sinais de aumento dos espaços interósseos.,dataset_gcloud_llm+tts/227.wav
A curvatura da coluna lombar está preservada.,dataset_gcloud_llm+tts/228.wav
Observa-se alinhamento normal da articulação atlantoaxial.,dataset_gcloud_llm+tts/229.wav
Ausência de sinais de desmineralização óssea severa.,dataset_gcloud_llm+tts/230.wav
Não há evidência de lesão meniscal.,dataset_gcloud_llm+tts/231.wav
A integridade óssea da clavícula está mantida.,dataset_gcloud_llm+tts/232.wav
Observa-se preservação da densidade óssea no fêmur.,dataset_gcloud_llm+tts/233.wav
Não há sinais de erosões ósseas.,dataset_gcloud_llm+tts/234.wav
A linha articular do joelho está preservada.,dataset_gcloud_llm+tts/235.wav
Observa-se congruência normal das articulações do pé.,dataset_gcloud_llm+tts/236.wav
Não há sinais de esclerose ou erosão na articulação do tornozelo.,dataset_gcloud_llm+tts/237.wav
Visualiza-se normalidade na articulação interfalangiana distal.,dataset_gcloud_llm+tts/238.wav
O alinhamento do pescoço femoral está preservado.,dataset_gcloud_llm+tts/239.wav
Observa-se preservação da congruência articular no ombro.,dataset_gcloud_llm+tts/240.wav
Não há evidência de osteoartrite na mão.,dataset_gcloud_llm+tts/241.wav
A densidade óssea dos ossos longos está homogênea.,dataset_gcloud_llm+tts/242.wav
Não há sinais de subluxação da articulação acromioclavicular.,dataset_gcloud_llm+tts/243.wav
Observa-se integridade da diáfise femoral.,dataset_gcloud_llm+tts/244.wav
Ausência de irregularidade na articulação metacarpofalângica.,dataset_gcloud_llm+tts/245.wav
Não há sinais de impacto subacromial.,dataset_gcloud_llm+tts/246.wav
A congruência articular da articulação coxofemoral está mantida.,dataset_gcloud_llm+tts/247.wav
Observa-se preservação da densidade óssea dos ossos do carpo.,dataset_gcloud_llm+tts/248.wav
Não há sinais de lesão ligamentar.,dataset_gcloud_llm+tts/249.wav
Visualiza-se alinhamento normal dos corpos vertebrais.,dataset_gcloud_llm+tts/250.wav
A espessura cortical do fêmur está preservada.,dataset_gcloud_llm+tts/251.wav
Ausência de sinais de degeneração na articulação glenoumeral.,dataset_gcloud_llm+tts/252.wav
Observa-se preservação da densidade óssea na coluna torácica.,dataset_gcloud_llm+tts/253.wav
Não há evidência de lesão subcondral.,dataset_gcloud_llm+tts/254.wav
A distribuição da densidade óssea no úmero está homogênea.,dataset_gcloud_llm+tts/255.wav
Observa-se alinhamento normal da articulação tibiofibular.,dataset_gcloud_llm+tts/256.wav
Ausência de sinais de osteopatia.,dataset_gcloud_llm+tts/257.wav
Não há sinais de lesão erosiva nos metacarpos.,dataset_gcloud_llm+tts/258.wav
Visualiza-se normalidade na densidade mineral óssea do quadril.,dataset_gcloud_llm+tts/259.wav
Observa-se alinhamento normal da articulação coxofemoral.,dataset_gcloud_llm+tts/260.wav
Não há evidência de osteocondrose.,dataset_gcloud_llm+tts/261.wav
A densidade óssea da escápula está preservada.,dataset_gcloud_llm+tts/262.wav
Observa-se congruência normal das articulações dos dedos.,dataset_gcloud_llm+tts/263.wav
Ausência de sinais de desmineralização óssea.,dataset_gcloud_llm+tts/264.wav
Não há evidência de fratura ou fissura óssea.,dataset_gcloud_llm+tts/265.wav
A espessura cortical do raio está preservada.,dataset_gcloud_llm+tts/266.wav
Observa-se preservação da congruência articular no pé.,dataset_gcloud_llm+tts/267.wav
Não há sinais de lesão lítica ou esclerosante.,dataset_gcloud_llm+tts/268.wav
A densidade óssea do calcâneo está normal.,dataset_gcloud_llm+tts/269.wav
Observa-se integridade da cartilagem articular.,dataset_gcloud_llm+tts/270.wav
A congruência articular da coluna lombar está preservada.,dataset_gcloud_llm+tts/271.wav
Não há sinais de osteoartrite na articulação sacroilíaca.,dataset_gcloud_llm+tts/272.wav
Visualiza-se alinhamento normal da articulação atlantoaxial.,dataset_gcloud_llm+tts/273.wav
Observa-se preservação da densidade óssea na coluna cervical.,dataset_gcloud_llm+tts/274.wav
Ausência de sinais de fratura por compressão.,dataset_gcloud_llm+tts/275.wav
Não há sinais de irregularidade na articulação metatarsofalangiana.,dataset_gcloud_llm+tts/276.wav
A densidade óssea do cúbito está preservada.,dataset_gcloud_llm+tts/277.wav
Observa-se alinhamento normal da articulação patelofemoral.,dataset_gcloud_llm+tts/278.wav
Não há evidência de desmineralização óssea na mão.,dataset_gcloud_llm+tts/279.wav
Opacidades subcondrais observadas na superfície articular do joelho direito.,dataset_gcloud_llm+tts/280.wav
Presença de cisto de Baker na fossa poplítea esquerda.,dataset_gcloud_llm+tts/281.wav
Erosões ósseas observadas no cotovelo direito.,dataset_gcloud_llm+tts/282.wav
Espessamento da membrana sinovial no tornozelo esquerdo.,dataset_gcloud_llm+tts/283.wav
Lesão lítica no fêmur proximal direito.,dataset_gcloud_llm+tts/284.wav
Calcificações distróficas na entese do tendão calcâneo.,dataset_gcloud_llm+tts/285.wav
Derrame articular discreto na articulação glenoumeral direita.,dataset_gcloud_llm+tts/286.wav
Área de esclerose periosteal no rádio distal.,dataset_gcloud_llm+tts/287.wav
Pequena fratura incompleta observada na clavícula esquerda.,dataset_gcloud_llm+tts/288.wav
Ausência de sinais de infiltração tumoral nos tecidos moles periarticulares.,dataset_gcloud_llm+tts/289.wav
Edema ósseo localizado na cabeça do úmero direito.,dataset_gcloud_llm+tts/290.wav
Subluxação parcial da articulação acromioclavicular esquerda.,dataset_gcloud_llm+tts/291.wav
Hiperintensidade localizada na medula óssea do calcâneo esquerdo.,dataset_gcloud_llm+tts/292.wav
Redução do espaço articular na articulação femoropatelar.,dataset_gcloud_llm+tts/293.wav
Lesão de Hill-Sachs na cabeça do úmero esquerdo.,dataset_gcloud_llm+tts/294.wav
Rotura parcial do ligamento colateral medial do joelho direito.,dataset_gcloud_llm+tts/295.wav
Importante degeneração do menisco lateral esquerdo.,dataset_gcloud_llm+tts/296.wav
Espessamento irregular do tendão do supraespinhal esquerdo.,dataset_gcloud_llm+tts/297.wav
Protrusão discal em nível L4-L5 com compressão radicular.,dataset_gcloud_llm+tts/298.wav
Ausência de sinais de osteomielite aguda no metatarso esquerdo.,dataset_gcloud_llm+tts/299.wav
Diminuição da densidade óssea compatível com osteoporose difusa.,dataset_gcloud_llm+tts/300.wav
Lesão de osteocondrite dissecante no côndilo femoral medial.,dataset_gcloud_llm+tts/301.wav
Entesopatia insercional no tendão patelar.,dataset_gcloud_llm+tts/302.wav
Estreitamento significativo do espaço intervertebral em nível C5-C6.,dataset_gcloud_llm+tts/303.wav
Alteração compatível com processo inflamatório no tecido subcutâneo.,dataset_gcloud_llm+tts/304.wav
Lesão expansiva com características de malignidade no úmero proximal.,dataset_gcloud_llm+tts/305.wav
Destruição articular com luxação anterior do ombro direito.,dataset_gcloud_llm+tts/306.wav
Pequeno osteófito marginal nos corpos vertebrais torácicos.,dataset_gcloud_llm+tts/307.wav
Calcificações pequenas nos tendões dos músculos adutores.,dataset_gcloud_llm+tts/308.wav
Lesão osteoblástica na diáfise do fêmur esquerdo.,dataset_gcloud_llm+tts/309.wav
Derrame articular volumoso na articulação do quadril direito.,dataset_gcloud_llm+tts/310.wav
Fratura cominutiva do osso escafoide esquerdo.,dataset_gcloud_llm+tts/311.wav
Contusão óssea no trocânter maior do fêmur direito.,dataset_gcloud_llm+tts/312.wav
Desmineralização óssea difusa nos ossos do carpo.,dataset_gcloud_llm+tts/313.wav
Alargamento assimétrico do espaço articular sacroilíaco.,dataset_gcloud_llm+tts/314.wav
Pequenos cistos subcondrais na articulação do quadril esquerdo.,dataset_gcloud_llm+tts/315.wav
Edema e fibrose perimuscular na coxa direita.,dataset_gcloud_llm+tts/316.wav
Fragmento ósseo intra-articular no joelho direito.,dataset_gcloud_llm+tts/317.wav
Deformidade em baqueta de tambor nos dedos das mãos.,dataset_gcloud_llm+tts/318.wav
Lesão expansiva benigna no corpo vertebral lombar.,dataset_gcloud_llm+tts/319.wav
Espessamento periosteal ao longo da tíbia esquerda.,dataset_gcloud_llm+tts/320.wav
Hiperplasia sinovial com múltiplos corpos livres no joelho esquerdo.,dataset_gcloud_llm+tts/321.wav
Sinais de ruptura do ligamento cruzado anterior.,dataset_gcloud_llm+tts/322.wav
Fratura de stress no colo do fêmur direito.,dataset_gcloud_llm+tts/323.wav
Displasia fibrosa na costela direita.,dataset_gcloud_llm+tts/324.wav
Osteofitose marginal na coluna lombar inferior.,dataset_gcloud_llm+tts/325.wav
Pequeno foco de necrose avascular na cabeça femoral direita.,dataset_gcloud_llm+tts/326.wav
Alterações degenerativas avançadas nos discos intervertebrais cervicais.,dataset_gcloud_llm+tts/327.wav
Ausência de sinais de infiltração metastática nos ossos pélvicos.,dataset_gcloud_llm+tts/328.wav
Fratura transversal completa do úmero direito.,dataset_gcloud_llm+tts/329.wav
Erosões subcondrais pequenas na articulação temporomandibular.,dataset_gcloud_llm+tts/330.wav
Hipointensidade difusa na medula óssea do úmero esquerdo.,dataset_gcloud_llm+tts/331.wav
Importante redução da amplitude articular do ombro direito.,dataset_gcloud_llm+tts/332.wav
Rotura total do tendão do bíceps braquial esquerdo.,dataset_gcloud_llm+tts/333.wav
Lesão cística benigna na extremidade proximal da tíbia.,dataset_gcloud_llm+tts/334.wav
Calcificações puntiformes no tendão do quadríceps.,dataset_gcloud_llm+tts/335.wav
Importante hipertrofia dos músculos paravertebrais.,dataset_gcloud_llm+tts/336.wav
Retração do músculo supraespinhal com atrofia gordurosa.,dataset_gcloud_llm+tts/337.wav
Fibrose intra-articular na articulação coxofemoral direita.,dataset_gcloud_llm+tts/338.wav
Lesão óssea com bordas escleróticas no rádio distal esquerdo.,dataset_gcloud_llm+tts/339.wav
Presença de corpos livres na cavidade articular do tornozelo direito.,dataset_gcloud_llm+tts/340.wav
Pequenas erosões corticais no calcâneo.,dataset_gcloud_llm+tts/341.wav
Evidências de síndrome compartimental aguda na perna esquerda.,dataset_gcloud_llm+tts/342.wav
Lesão osteocondral no tálus direito.,dataset_gcloud_llm+tts/343.wav
Alterações compatíveis com espondiloartropatia anquilosante.,dataset_gcloud_llm+tts/344.wav
Pequenas áreas de irregularidade na superfície do acetábulo.,dataset_gcloud_llm+tts/345.wav
Lesão expansiva no sacro com sinais de agressividade.,dataset_gcloud_llm+tts/346.wav
Sinais de tenossinovite do tendão flexor dos dedos.,dataset_gcloud_llm+tts/347.wav
Pequeno derrame peritendíneo no tendão de Aquiles esquerdo.,dataset_gcloud_llm+tts/348.wav
Espessamento periósteo na diáfise do fêmur.,dataset_gcloud_llm+tts/349.wav
Contornos irregulares na superfície articular do quadril direito.,dataset_gcloud_llm+tts/350.wav
Presença de cisto ósseo simples no metacarpo.,dataset_gcloud_llm+tts/351.wav
Lesão hipodensa no osso temporário direito.,dataset_gcloud_llm+tts/352.wav
Imagem osteoblástica na escápula esquerda.,dataset_gcloud_llm+tts/353.wav
